"group","Date","mean","max","min","sd","cv","n","site","category","method","length"
0,1999-02-17,10.4291666666667,10.8,9.83333333333333,NA,NA,NA,NA,"7&Under","imputeTS",7
0,1999-02-18,10.4291666666667,10.8,9.83333333333333,NA,NA,NA,NA,"7&Under","imputeTS",7
0,1999-02-19,10.4059523809524,10.7714285714286,9.82857142857143,NA,NA,NA,NA,"7&Under","imputeTS",7
0,1999-02-20,10.4022222222222,10.7733333333333,9.82666666666667,NA,NA,NA,NA,"7&Under","imputeTS",7
0,1999-02-21,10.4115591397849,10.7870967741935,9.82903225806452,NA,NA,NA,NA,"7&Under","imputeTS",7
0,1999-02-22,10.4221560846561,10.8,9.83333333333333,NA,NA,NA,NA,"7&Under","imputeTS",7
0,1999-02-23,10.428937007874,10.807874015748,9.83622047244095,NA,NA,NA,NA,"7&Under","imputeTS",7
NA,1999-02-24,10.4166666666667,10.8,9.8,0.246129458100666,2.36284279776639,24,"RIV","data","Pien_2020",NA
NA,1999-02-25,10.4541666666667,10.8,9.9,0.244911992474789,2.34272133096649,24,"RIV","data","Pien_2020",NA
NA,1999-02-26,10.2666666666667,10.6,9.8,0.238959095402042,2.3275236565134,24,"RIV","data","Pien_2020",NA
NA,1999-02-27,10.35,10.8,9.8,0.263752189358315,2.5483303319644,24,"RIV","data","Pien_2020",NA
NA,1999-02-28,10.6916666666667,11.2,9.9,0.334815545151897,3.13155615106997,24,"RIV","data","Pien_2020",NA
NA,1999-03-01,11.0791666666667,11.6,10.1,0.394504826296225,3.56078068112426,24,"RIV","data","Pien_2020",NA
NA,1999-03-02,11.2833333333333,11.8,10.2,0.44002634967215,3.8997903959127,24,"RIV","data","Pien_2020",NA
NA,1999-03-03,11.425,11.9,10.3,0.412046852549139,3.60653700261829,24,"RIV","data","Pien_2020",NA
NA,1999-03-04,11.4708333333333,11.8,10.4,0.362933898241475,3.16397150664563,24,"RIV","data","Pien_2020",NA
NA,1999-03-05,11.175,11.7,10.4,0.317941750202359,2.84511633290701,24,"RIV","data","Pien_2020",NA
NA,1999-03-06,10.8833333333333,11.2,10.3,0.253096762157268,2.32554452211885,24,"RIV","data","Pien_2020",NA
NA,1999-03-07,10.625,10.9,9.9,0.243614092545888,2.29283851807895,24,"RIV","data","Pien_2020",NA
NA,1999-03-08,10.4,10.8,9.9,0.293405788153095,2.82120950147207,24,"RIV","data","Pien_2020",NA
NA,1999-03-09,9.87916666666667,10.3,9.6,0.184105750959148,1.86357571616177,24,"RIV","data","Pien_2020",NA
NA,1999-03-10,9.6625,10,9.2,0.203902150446046,2.11024217796684,24,"RIV","data","Pien_2020",NA
NA,1999-03-11,9.83333333333333,10.2,9.3,0.277671477244895,2.82377773469385,24,"RIV","data","Pien_2020",NA
NA,1999-03-12,10.0416666666667,10.6,9.4,0.391115091108428,3.89492206912957,24,"RIV","data","Pien_2020",NA
NA,1999-03-13,10.3833333333333,11,9.6,0.426988103557594,4.11224497808276,24,"RIV","data","Pien_2020",NA
NA,1999-03-14,10.6,11.1,10.1,0.318965719842717,3.00911056455393,24,"RIV","data","Pien_2020",NA
NA,1999-03-15,10.7708333333333,11.1,10.2,0.244022747811091,2.26558837426158,24,"RIV","data","Pien_2020",NA
NA,1999-03-16,10.925,11.4,10.3,0.260851448646293,2.38765628051527,24,"RIV","data","Pien_2020",NA
NA,1999-03-17,11.225,11.6,10.4,0.292292289683966,2.6039402199017,24,"RIV","data","Pien_2020",NA
NA,1999-03-18,11.4791666666667,11.8,11,0.184105750959148,1.60382505372761,24,"RIV","data","Pien_2020",NA
NA,1999-03-19,11.6142857142857,11.8,11.3,0.145896244933563,1.25617923067029,21,"RIV","data","Pien_2020",NA
1,1999-03-20,11.779764248219,12.0740157480315,11.3566929133858,NA,NA,NA,NA,"7&Under","imputeTS",1
NA,1999-03-21,12.0458333333333,12.3,11.7,0.176879144853366,1.46838446090653,24,"RIV","data","Pien_2020",NA
NA,1999-03-22,12.1166666666667,12.4,11.7,0.197080135249966,1.62652106121017,24,"RIV","data","Pien_2020",NA
NA,1999-03-23,12.2291666666667,12.7,11.8,0.282040957042191,2.30629743407584,24,"RIV","data","Pien_2020",NA
NA,1999-03-24,12.2666666666667,12.6,11.8,0.199274044791428,1.62451666949534,24,"RIV","data","Pien_2020",NA
NA,1999-03-25,12.4458333333333,13.1,11.9,0.35136895840062,2.82318547091224,24,"RIV","data","Pien_2020",NA
NA,1999-03-26,12.525,13.1,12.1,0.301084994499964,2.40387221157656,24,"RIV","data","Pien_2020",NA
NA,1999-03-27,12.4458333333333,13,11.8,0.318937320633308,2.56260317884145,24,"RIV","data","Pien_2020",NA
NA,1999-03-28,12.3583333333333,12.8,11.8,0.290302191377951,2.34903998417762,24,"RIV","data","Pien_2020",NA
NA,1999-03-29,12.3875,12.8,11.9,0.215310695628838,1.73812872354258,24,"RIV","data","Pien_2020",NA
NA,1999-03-30,12.5916666666667,12.7,12.4,0.0974307632279884,0.773771779441337,24,"RIV","data","Pien_2020",NA
NA,1999-03-31,12.3958333333333,12.8,12.1,0.154579841946587,1.24703065772037,24,"RIV","data","Pien_2020",NA
NA,1999-04-01,12.2083333333333,12.4,11.9,0.1282547284209,1.05055067648519,24,"RIV","data","Pien_2020",NA
NA,1999-04-02,12.0333333333333,12.2,11.6,0.14645571126562,1.2170834731215,24,"RIV","data","Pien_2020",NA
NA,1999-04-03,11.9041666666667,12.1,11.7,0.123285341230492,1.03564864876857,24,"RIV","data","Pien_2020",NA
NA,1999-04-04,11.5571428571429,11.8,11.2,0.17768350675127,1.53743454543744,21,"RIV","data","Pien_2020",NA
NA,1999-04-05,11.3916666666667,11.7,11.2,0.17916877315917,1.57280561661305,24,"RIV","data","Pien_2020",NA
NA,1999-04-06,11.1375,11.5,10.9,0.140843730857071,1.26459017604553,24,"RIV","data","Pien_2020",NA
NA,1999-04-07,11.2291666666667,11.3,11.1,0.0624093545570851,0.555779038727288,24,"RIV","data","Pien_2020",NA
NA,1999-04-08,11.1,11.3,10.9,0.0932504808240312,0.840094421838119,24,"RIV","data","Pien_2020",NA
NA,1999-04-09,11.2272727272727,11.8,10.9,0.281461861041206,2.50694775016459,22,"RIV","data","Pien_2020",NA
NA,1999-04-10,11.4833333333333,11.7,10.2,0.340927974883216,2.96889383062308,24,"RIV","data","Pien_2020",NA
NA,1999-04-11,11.5391304347826,11.8,10,0.34343072668534,2.97622709636881,23,"RIV","data","Pien_2020",NA
NA,1999-04-12,11.9166666666667,12.4,11.6,0.279232903671386,2.34321317766198,24,"RIV","data","Pien_2020",NA
NA,1999-04-13,12.6041666666667,13.3,12.1,0.373560037275503,2.96378211392135,24,"RIV","data","Pien_2020",NA
NA,1999-04-14,13.2375,13.8,12.8,0.330759994426538,2.49865907026658,24,"RIV","data","Pien_2020",NA
NA,1999-04-15,13.8208333333333,14.5,13.3,0.351368958400619,2.54231383829209,24,"RIV","data","Pien_2020",NA
NA,1999-04-16,14.6416666666667,15.6,13.9,0.510682975484082,3.48787461912862,24,"RIV","data","Pien_2020",NA
NA,1999-04-17,15.7166666666667,16.3,15.1,0.412486275573178,2.62451500894917,24,"RIV","data","Pien_2020",NA
NA,1999-04-18,16.3541666666667,16.9,15.8,0.293374914707632,1.79388482878552,24,"RIV","data","Pien_2020",NA
NA,1999-04-19,16.575,17.2,15.9,0.326043475361932,1.96707979102222,24,"RIV","data","Pien_2020",NA
NA,1999-04-20,16.5916666666667,17,16,0.255235043707231,1.53833275966186,24,"RIV","data","Pien_2020",NA
NA,1999-04-21,16.3166666666667,16.7,15.8,0.249637418228338,1.5299535335751,24,"RIV","data","Pien_2020",NA
NA,1999-04-22,16.4045454545455,20.9,15.8,1.0186252513056,6.2094085698873,22,"RIV","data","Pien_2020",NA
NA,1999-04-23,16.0227272727273,16.4,15.4,0.218069054554085,1.36099835466379,22,"RIV","data","Pien_2020",NA
NA,1999-04-24,16.1791666666667,16.4,15.9,0.144400309124884,0.892507705124189,24,"RIV","data","Pien_2020",NA
NA,1999-04-25,15.9708333333333,16.2,15.8,0.112207752451178,0.702579196146173,24,"RIV","data","Pien_2020",NA
NA,1999-04-26,15.7458333333333,15.8,15.6,0.0658005330140084,0.417891715357555,24,"RIV","data","Pien_2020",NA
NA,1999-04-27,15.3625,15.6,15.2,0.117260393995586,0.763289790044497,24,"RIV","data","Pien_2020",NA
NA,1999-04-28,15.0208333333333,15.2,14.8,0.110253331475512,0.734002761556809,24,"RIV","data","Pien_2020",NA
NA,1999-04-29,14.7681818181818,15.1,14.4,0.155491122503792,1.05287925364217,22,"RIV","data","Pien_2020",NA
NA,1999-04-30,15.0652173913043,15.4,14.8,0.269019593156291,1.78570004115287,23,"RIV","data","Pien_2020",NA
NA,1999-05-01,15.4458333333333,15.8,15.2,0.16934443076725,1.0963761366102,24,"RIV","data","Pien_2020",NA
NA,1999-05-02,15.2916666666667,15.4,15.2,0.0829702233998112,0.542584567192226,24,"RIV","data","Pien_2020",NA
NA,1999-05-03,15.125,15.2,15,0.0793999233380418,0.524958170830028,24,"RIV","data","Pien_2020",NA
NA,1999-05-04,15.0041666666667,15.2,14.6,0.148848235130448,0.99204599920321,24,"RIV","data","Pien_2020",NA
NA,1999-05-05,15.45,21.9,14.8,1.45594021331987,9.42356125126128,22,"RIV","data","Pien_2020",NA
NA,1999-05-06,15.6291666666667,15.9,15.4,0.165448446368641,1.05858776668819,24,"RIV","data","Pien_2020",NA
NA,1999-05-07,15.7,16.3,13.1,0.673730690616259,4.29127828417999,24,"RIV","data","Pien_2020",NA
NA,1999-05-08,15.825,16.4,12.4,0.89162772500635,5.6342984202613,24,"RIV","data","Pien_2020",NA
NA,1999-05-09,16.0791666666667,16.6,13.8,0.63244120996182,3.93329594171643,24,"RIV","data","Pien_2020",NA
NA,1999-05-10,16.2041666666667,16.8,13.6,0.587166494917432,3.62355255284607,24,"RIV","data","Pien_2020",NA
NA,1999-05-11,16.4791666666667,16.9,16.1,0.226464637160105,1.3742481142459,24,"RIV","data","Pien_2020",NA
NA,1999-05-12,16.8791666666667,17.2,16.6,0.161458479429574,0.956554802841219,24,"RIV","data","Pien_2020",NA
NA,1999-05-13,16.8416666666667,17.1,16.6,0.134864397811659,0.800778215606092,24,"RIV","data","Pien_2020",NA
NA,1999-05-14,16.6909090909091,16.8,16.4,0.106498785636228,0.638064619824898,22,"RIV","data","Pien_2020",NA
NA,1999-05-15,16.6869565217391,17,16.3,0.230225872936058,1.37967563249852,23,"RIV","data","Pien_2020",NA
NA,1999-05-16,16.9090909090909,17.2,16.5,0.244772179614882,1.44757740632457,22,"RIV","data","Pien_2020",NA
NA,1999-05-17,17.05,17.6,14.4,0.640651841961526,3.75748880915851,24,"RIV","data","Pien_2020",NA
NA,1999-05-18,17.3041666666667,17.7,14.3,0.662983485050175,3.83135170748957,24,"RIV","data","Pien_2020",NA
NA,1999-05-19,17.2739130434783,17.6,13.7,0.79098177849622,4.57905383977173,23,"RIV","data","Pien_2020",NA
NA,1999-05-20,16.925,17.5,12.6,1.33457369842274,7.88522126099105,24,"RIV","data","Pien_2020",NA
NA,1999-05-21,17.4545454545455,17.8,17.2,0.236496798986236,1.35492957752531,22,"RIV","data","Pien_2020",NA
NA,1999-05-22,17.9208333333333,18.2,17.7,0.210546218548155,1.17486845969675,24,"RIV","data","Pien_2020",NA
NA,1999-05-23,17.9083333333333,18.1,17.8,0.117645993175055,0.656934349977038,24,"RIV","data","Pien_2020",NA
NA,1999-05-24,18.1375,18.6,17.7,0.28408893279945,1.56630700371854,24,"RIV","data","Pien_2020",NA
NA,1999-05-25,18.6166666666667,19.2,18,0.413538985772349,2.22133743476642,24,"RIV","data","Pien_2020",NA
NA,1999-05-26,19.1458333333333,19.6,18.6,0.305000593964734,1.59303901091483,24,"RIV","data","Pien_2020",NA
NA,1999-05-27,19.3291666666667,19.7,19,0.217653826995523,1.12603833754959,24,"RIV","data","Pien_2020",NA
NA,1999-05-28,19.2833333333333,19.5,19.1,0.112931940514655,0.585645326783001,24,"RIV","data","Pien_2020",NA
NA,1999-05-29,19.1541666666667,19.4,18.9,0.166757221776128,0.870605465004802,24,"RIV","data","Pien_2020",NA
NA,1999-05-30,19.05,19.3,18.7,0.144463023702923,0.758336082430045,24,"RIV","data","Pien_2020",NA
NA,1999-05-31,18.8625,19.1,18.5,0.15551457362156,0.824464273672951,24,"RIV","data","Pien_2020",NA
NA,1999-06-01,18.7125,18.9,18.4,0.126189987889207,0.674361992727892,24,"RIV","data","Pien_2020",NA
NA,1999-06-02,18.6708333333333,18.8,18.4,0.119706767331374,0.641143141252614,24,"RIV","data","Pien_2020",NA
NA,1999-06-03,18.404347826087,18.7,15.2,0.705483883502255,3.83324576436378,23,"RIV","data","Pien_2020",NA
NA,1999-06-04,18.4363636363636,18.7,18.3,0.12552918289217,0.680878210953584,22,"RIV","data","Pien_2020",NA
NA,1999-06-05,18.3208333333333,18.7,16.6,0.472715712587953,2.58020857450782,24,"RIV","data","Pien_2020",NA
NA,1999-06-06,18.2416666666667,18.7,16.8,0.324260585850689,1.77758201471369,24,"RIV","data","Pien_2020",NA
NA,1999-06-07,17.7208333333333,18.2,14.8,0.635869255543093,3.58825820198313,24,"RIV","data","Pien_2020",NA
NA,1999-06-08,17.7333333333333,18.4,17.5,0.176109320462101,0.993097671778765,24,"RIV","data","Pien_2020",NA
NA,1999-06-09,17.9541666666667,18.7,17.6,0.293374914707631,1.63402133975009,24,"RIV","data","Pien_2020",NA
NA,1999-06-10,18.2458333333333,18.7,17.6,0.337483225562741,1.84964544724955,24,"RIV","data","Pien_2020",NA
NA,1999-06-11,18.5875,19,18,0.304048766111479,1.63577009340406,24,"RIV","data","Pien_2020",NA
NA,1999-06-12,18.8083333333333,19.3,18.3,0.318852107828483,1.69527040050589,24,"RIV","data","Pien_2020",NA
NA,1999-06-13,19.0958333333333,19.7,18.5,0.401604571542778,2.10310052738963,24,"RIV","data","Pien_2020",NA
NA,1999-06-14,19.5541666666667,20.1,18.9,0.371810104251066,1.90143671468689,24,"RIV","data","Pien_2020",NA
NA,1999-06-15,19.65,19.9,19.2,0.228416096288064,1.1624228818731,24,"RIV","data","Pien_2020",NA
NA,1999-06-16,19.8208333333333,20.8,19.3,0.372977638526199,1.88174549603296,24,"RIV","data","Pien_2020",NA
NA,1999-06-17,20.1619047619048,21,19.6,0.401841001487144,1.9930706261762,21,"RIV","data","Pien_2020",NA
NA,1999-06-18,20.625,21.1,20.1,0.303959379437164,1.47374244575595,24,"RIV","data","Pien_2020",NA
NA,1999-06-19,20.6608695652174,21.2,16.9,0.841394475874201,4.0724059227918,23,"RIV","data","Pien_2020",NA
NA,1999-06-20,21.125,21.8,20.8,0.32066506974805,1.51794115857065,24,"RIV","data","Pien_2020",NA
NA,1999-06-21,21.3083333333333,21.9,21,0.276494620856028,1.29758914754491,24,"RIV","data","Pien_2020",NA
NA,1999-06-22,21.6958333333333,22.4,21.1,0.387274946333959,1.78501991780584,24,"RIV","data","Pien_2020",NA
NA,1999-06-23,21.875,22.3,21.4,0.230783165688526,1.05500875743326,24,"RIV","data","Pien_2020",NA
NA,1999-06-24,21.7041666666667,21.9,21.4,0.154579841946587,0.712212748458072,24,"RIV","data","Pien_2020",NA
NA,1999-06-25,21.6041666666667,21.9,21.3,0.196666052565978,0.910315383140498,24,"RIV","data","Pien_2020",NA
NA,1999-06-26,21.7041666666667,22.2,21.3,0.286628325713718,1.32061428626017,24,"RIV","data","Pien_2020",NA
NA,1999-06-27,21.975,22.6,21.4,0.384764185262701,1.75091779414198,24,"RIV","data","Pien_2020",NA
NA,1999-06-28,22.45,23.1,21.8,0.431773750277355,1.92326837540024,22,"RIV","data","Pien_2020",NA
NA,1999-06-29,22.8708333333333,23.5,22.3,0.393953392373157,1.722514377292,24,"RIV","data","Pien_2020",NA
NA,1999-06-30,23.2708333333333,23.8,22.8,0.320975641316971,1.37930445686792,24,"RIV","data","Pien_2020",NA
NA,1999-07-01,23.35,23.6,23.2,0.147441956154898,0.63144306704453,24,"RIV","data","Pien_2020",NA
NA,1999-07-02,23.0083333333333,23.2,22.8,0.12128538629009,0.527136774893546,24,"RIV","data","Pien_2020",NA
NA,1999-07-03,22.2708333333333,22.7,21.9,0.217653826995523,0.977304368174473,24,"RIV","data","Pien_2020",NA
NA,1999-07-04,21.5608695652174,21.8,21.1,0.187662972651367,0.870386846336247,23,"RIV","data","Pien_2020",NA
NA,1999-07-05,21.1541666666667,22.1,16.5,1.11198184481061,5.2565618033198,24,"RIV","data","Pien_2020",NA
NA,1999-07-06,21.1791666666667,21.7,21.1,0.131807391317016,0.622344558648117,24,"RIV","data","Pien_2020",NA
NA,1999-07-07,20.8166666666667,21.1,20.6,0.152277397525377,0.731516721499007,24,"RIV","data","Pien_2020",NA
NA,1999-07-08,21.0375,22.1,20.7,0.322776676060548,1.53429198365085,24,"RIV","data","Pien_2020",NA
NA,1999-07-09,21.2208333333333,21.6,21,0.155979838905313,0.735031638273614,24,"RIV","data","Pien_2020",NA
NA,1999-07-10,21.4125,22.1,21.1,0.289395922569756,1.35152795128899,24,"RIV","data","Pien_2020",NA
NA,1999-07-11,21.9333333333333,23.9,21.4,0.534599945238751,2.43738576856573,24,"RIV","data","Pien_2020",NA
NA,1999-07-12,22.5333333333333,23.7,22.1,0.405040702910822,1.79751791232613,24,"RIV","data","Pien_2020",NA
NA,1999-07-13,22.6416666666667,22.9,22.5,0.11389036172018,0.503012271123358,24,"RIV","data","Pien_2020",NA
NA,1999-07-14,22.4625,22.7,22.3,0.127901116696352,0.569398404880812,24,"RIV","data","Pien_2020",NA
NA,1999-07-15,22,22.2,21.8,0.135132784938436,0.614239931538343,24,"RIV","data","Pien_2020",NA
NA,1999-07-16,21.4208333333333,21.7,21.3,0.12150922908826,0.567247908601097,24,"RIV","data","Pien_2020",NA
NA,1999-07-17,21.0041666666667,21.2,20.8,0.119706767331374,0.569919146191822,24,"RIV","data","Pien_2020",NA
NA,1999-07-18,20.7458333333333,20.9,20.6,0.0721060008759247,0.347568592292065,24,"RIV","data","Pien_2020",NA
NA,1999-07-19,20.3125,20.6,20.1,0.126189987889207,0.621243017300713,24,"RIV","data","Pien_2020",NA
NA,1999-07-20,19.8916666666667,20.2,19.7,0.113890361720181,0.572553138098939,24,"RIV","data","Pien_2020",NA
NA,1999-07-21,19.7666666666667,20,19.6,0.0916831342257084,0.463826985964798,24,"RIV","data","Pien_2020",NA
NA,1999-07-22,19.8391304347826,20.2,19.6,0.208324769257441,1.05007006200332,23,"RIV","data","Pien_2020",NA
NA,1999-07-23,19.7166666666667,19.9,19.6,0.091683134225708,0.465003216698434,24,"RIV","data","Pien_2020",NA
NA,1999-07-24,19.6583333333333,20.1,19.3,0.222469668995997,1.13168123270537,24,"RIV","data","Pien_2020",NA
NA,1999-07-25,19.9583333333333,20.6,19.5,0.338688861534501,1.69697968201002,24,"RIV","data","Pien_2020",NA
NA,1999-07-26,20.1208333333333,20.5,19.8,0.226464637160105,1.12552315010199,24,"RIV","data","Pien_2020",NA
NA,1999-07-27,20.0166666666667,20.2,19.7,0.13726099121799,0.685733511497034,24,"RIV","data","Pien_2020",NA
NA,1999-07-28,19.7478260869565,19.9,19.6,0.112288448436042,0.568611693973794,23,"RIV","data","Pien_2020",NA
NA,1999-07-29,19.7166666666667,20.1,19.4,0.185722248595014,0.941955614175897,24,"RIV","data","Pien_2020",NA
NA,1999-07-30,19.7708333333333,20,19.5,0.151741102931409,0.767499783003965,24,"RIV","data","Pien_2020",NA
NA,1999-07-31,19.7041666666667,19.9,19.5,0.126762930621337,0.643330584671622,24,"RIV","data","Pien_2020",NA
NA,1999-08-01,19.7708333333333,20,19.4,0.173152776639507,0.875799081000667,24,"RIV","data","Pien_2020",NA
NA,1999-08-02,20.05,20.4,19.7,0.244948974278318,1.22169064477964,24,"RIV","data","Pien_2020",NA
NA,1999-08-03,20.475,20.8,20.1,0.238199770014126,1.16336884011783,24,"RIV","data","Pien_2020",NA
NA,1999-08-04,20.7833333333333,21.1,20.6,0.14645571126562,0.70467864281774,24,"RIV","data","Pien_2020",NA
NA,1999-08-05,20.8625,20.9,20.7,0.0575779245136906,0.275987654948787,24,"RIV","data","Pien_2020",NA
NA,1999-08-06,20.675,20.8,20.6,0.067566392469217,0.326802381955101,24,"RIV","data","Pien_2020",NA
NA,1999-08-07,20.5916666666667,20.9,20.3,0.161290088826385,0.783278456461602,24,"RIV","data","Pien_2020",NA
NA,1999-08-08,20.575,20.8,20.3,0.142187873267547,0.691071072989291,24,"RIV","data","Pien_2020",NA
NA,1999-08-09,20.4791666666667,20.8,20.3,0.141357292199487,0.690249239631269,24,"RIV","data","Pien_2020",NA
NA,1999-08-10,20.3291666666667,20.5,20.2,0.0999093792292345,0.491458311437104,24,"RIV","data","Pien_2020",NA
NA,1999-08-11,20.1875,20.4,19.9,0.132902383267799,0.658339979035535,24,"RIV","data","Pien_2020",NA
NA,1999-08-12,20.2625,20.5,20.1,0.158285652622361,0.781175336816093,24,"RIV","data","Pien_2020",NA
NA,1999-08-13,20.3333333333333,20.6,20.1,0.16061476099436,0.789908660628001,24,"RIV","data","Pien_2020",NA
NA,1999-08-14,20.3958333333333,20.6,20.2,0.154579841946588,0.757899122925047,24,"RIV","data","Pien_2020",NA
NA,1999-08-15,20.6166666666667,21.1,20.3,0.264848876788692,1.28463481061613,24,"RIV","data","Pien_2020",NA
NA,1999-08-16,20.9375,21.8,20.6,0.28255434259933,1.34951327808635,24,"RIV","data","Pien_2020",NA
NA,1999-08-17,21.075,21.6,20.8,0.206944647083518,0.981943758403408,24,"RIV","data","Pien_2020",NA
NA,1999-08-18,20.9833333333333,21.2,20.8,0.155106321645808,0.739188188939513,24,"RIV","data","Pien_2020",NA
NA,1999-08-19,21.05,21.6,20.7,0.28130132381951,1.33634833168413,24,"RIV","data","Pien_2020",NA
NA,1999-08-20,21.2875,22.1,20.8,0.322102468168128,1.51310613349679,24,"RIV","data","Pien_2020",NA
NA,1999-08-21,21.6083333333333,22.6,20.9,0.411694976436668,1.90526020718859,24,"RIV","data","Pien_2020",NA
NA,1999-08-22,22.0666666666667,22.7,21.3,0.390837080109354,1.7711650156013,24,"RIV","data","Pien_2020",NA
NA,1999-08-23,22.3125,22.6,22,0.159653156670272,0.71553235482475,24,"RIV","data","Pien_2020",NA
NA,1999-08-24,22.4583333333333,22.9,22,0.282714584398973,1.25884045001398,24,"RIV","data","Pien_2020",NA
NA,1999-08-25,22.7391304347826,23.9,22.2,0.409810522109451,1.80222600545265,23,"RIV","data","Pien_2020",NA
NA,1999-08-26,22.9541666666667,23.1,22.8,0.128466428254256,0.559664962443664,24,"RIV","data","Pien_2020",NA
NA,1999-08-27,23.1708333333333,23.6,22.9,0.219642331127651,0.947925903086426,24,"RIV","data","Pien_2020",NA
NA,1999-08-28,23.0708333333333,23.3,22.8,0.170623324433032,0.739562901642185,24,"RIV","data","Pien_2020",NA
NA,1999-08-29,22.875,23.1,22.7,0.111316235778192,0.48662835312871,24,"RIV","data","Pien_2020",NA
NA,1999-08-30,22.3652173913043,22.6,22.1,0.158426052874043,0.708359101108668,23,"RIV","data","Pien_2020",NA
NA,1999-08-31,21.7083333333333,21.9,21.4,0.131601066028016,0.606223720666482,24,"RIV","data","Pien_2020",NA
NA,1999-09-01,21.2083333333333,21.4,21.1,0.105980583400786,0.499711984600953,24,"RIV","data","Pien_2020",NA
NA,1999-09-02,20.975,21.1,20.8,0.118871505343412,0.566729465284443,24,"RIV","data","Pien_2020",NA
NA,1999-09-03,20.7208333333333,20.9,20.6,0.097709270027338,0.471550870833724,24,"RIV","data","Pien_2020",NA
NA,1999-09-04,20.5041666666667,20.7,20.3,0.123285341230492,0.60126969915298,24,"RIV","data","Pien_2020",NA
NA,1999-09-05,20.5458333333333,20.9,20.3,0.193321463903512,0.940927830801926,24,"RIV","data","Pien_2020",NA
NA,1999-09-06,20.7083333333333,21,20.4,0.171734544059104,0.829301621210966,24,"RIV","data","Pien_2020",NA
NA,1999-09-07,20.9090909090909,21.4,20.7,0.190010252628368,0.908744686483498,22,"RIV","data","Pien_2020",NA
NA,1999-09-08,20.8541666666667,21.1,20.7,0.147380509202383,0.706719724446993,24,"RIV","data","Pien_2020",NA
NA,1999-09-09,20.775,20.9,20.6,0.0846989553859917,0.407696536153992,24,"RIV","data","Pien_2020",NA
NA,1999-09-10,20.5166666666667,20.7,20.4,0.127404411454122,0.62098007207533,24,"RIV","data","Pien_2020",NA
NA,1999-09-11,20.2625,20.4,20,0.1134920031659,0.56010859057816,24,"RIV","data","Pien_2020",NA
NA,1999-09-12,20.2625,20.8,19.9,0.22805891687285,1.12552210671363,24,"RIV","data","Pien_2020",NA
NA,1999-09-13,20.2,20.4,20,0.117953564923918,0.583928539227315,24,"RIV","data","Pien_2020",NA
NA,1999-09-14,20.0333333333333,20.2,19.8,0.123944821757828,0.618692953866031,24,"RIV","data","Pien_2020",NA
NA,1999-09-15,20.0625,20.7,19.8,0.203902150446045,1.01633470627312,24,"RIV","data","Pien_2020",NA
NA,1999-09-16,20.0666666666667,20.4,19.8,0.171100445115846,0.852660025494248,24,"RIV","data","Pien_2020",NA
NA,1999-09-17,19.95,20.2,19.6,0.179370881258577,0.899102161697127,24,"RIV","data","Pien_2020",NA
NA,1999-09-18,19.7458333333333,20,19.3,0.193321463903512,0.979049405715192,24,"RIV","data","Pien_2020",NA
NA,1999-09-19,19.5625,19.7,19.3,0.0969648076007143,0.495666748118667,24,"RIV","data","Pien_2020",NA
NA,1999-09-20,19.4708333333333,19.8,19.2,0.182921144014399,0.939462327486746,24,"RIV","data","Pien_2020",NA
NA,1999-09-21,19.5958333333333,20.1,19.2,0.236788598922563,1.2083619762155,24,"RIV","data","Pien_2020",NA
NA,1999-09-22,19.8208333333333,20.2,19.5,0.16934443076725,0.854375938283373,24,"RIV","data","Pien_2020",NA
NA,1999-09-23,19.9208333333333,20.2,19.7,0.164129235046964,0.823907475659305,24,"RIV","data","Pien_2020",NA
NA,1999-09-24,19.9708333333333,20.1,19.7,0.139810948960643,0.700075688515634,24,"RIV","data","Pien_2020",NA
NA,1999-09-25,20.1666666666667,20.7,19.8,0.237132629677931,1.1758642793947,24,"RIV","data","Pien_2020",NA
NA,1999-09-26,20.3625,20.5,20.1,0.127901116696352,0.628120892308665,24,"RIV","data","Pien_2020",NA
NA,1999-09-27,20.3041666666667,20.4,20.2,0.0750603621828089,0.369679600325757,24,"RIV","data","Pien_2020",NA
NA,1999-09-28,20.0541666666667,20.2,19.8,0.110253331475513,0.549777676171268,24,"RIV","data","Pien_2020",NA
NA,1999-09-29,20.1375,20.6,19.9,0.218318674140031,1.08413990882697,24,"RIV","data","Pien_2020",NA
NA,1999-09-30,20.275,20.6,20,0.187082869338697,0.922726852471995,24,"RIV","data","Pien_2020",NA
NA,1999-10-01,20.1708333333333,20.3,20,0.0858672720295518,0.425700171185549,24,"RIV","data","Pien_2020",NA
NA,1999-10-02,19.7125,20.1,19.6,0.132902383267798,0.674203592988198,24,"RIV","data","Pien_2020",NA
NA,1999-10-03,19.075,19.5,18.9,0.193929615201428,1.01666901809399,24,"RIV","data","Pien_2020",NA
NA,1999-10-04,18.6208333333333,19,18.4,0.166757221776128,0.895541132832195,24,"RIV","data","Pien_2020",NA
NA,1999-10-05,18.3125,18.7,18.1,0.184891272397308,1.00964517350066,24,"RIV","data","Pien_2020",NA
NA,1999-10-06,18.2,18.4,17.9,0.166811531245659,0.91654687497615,24,"RIV","data","Pien_2020",NA
NA,1999-10-07,18.1041666666667,18.3,17.9,0.139810948960643,0.772258406226796,24,"RIV","data","Pien_2020",NA
NA,1999-10-08,18.1625,18.6,17.9,0.186063336574918,1.02443681527828,24,"RIV","data","Pien_2020",NA
